BHK,project,Location,City,Total sqft,price_sqft,price
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Lakshadeep ResidencyKaranjade,Karanjade,Mumbai,600,"25,000",1.50 Cr
1,,Dombivali East,Mumbai,560,"12,000",67.20 L
1,,Thakurli,Mumbai,673,"25,000",1.68 Cr
2,,Panvel,Mumbai,850,"10,000",85.00 L
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1,,Andheri West,Mumbai,611,"35,000",2.14 Cr
2 BHK Apartment,Reputed Builder Anmol TerraceLtdKoper Khairane,Koper Khairane,Mumbai,840,"25,000",2.10 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
3 BHK Apartment,Reputed Builder EL-DoradoPrabhadevi,Prabhadevi,Mumbai,1925,"70,000",13.47 Cr
1,,Diva Gaon,Mumbai,590,"25,000",1.48 Cr
1,,Diva Gaon,Mumbai,350,"25,000",87.50 L
1,,Diva Gaon,Mumbai,350,"25,000",87.50 L
1,,Diva Gaon,Mumbai,430,"25,000",1.07 Cr
1,,Diva Gaon,Mumbai,590,"25,000",1.48 Cr
1,,Diva Gaon,Mumbai,430,"25,000",1.07 Cr
1,,Diva Gaon,Mumbai,510,"25,000",1.27 Cr
1,,Diva Gaon,Mumbai,590,"25,000",1.48 Cr
1,,Diva Gaon,Mumbai,350,"25,000",87.50 L
1,,Diva Gaon,Mumbai,350,"25,000",87.50 L
1,,Diva Gaon,Mumbai,465,"25,000",1.16 Cr
1,,Diva Gaon,Mumbai,430,"25,000",1.07 Cr
1,,Diva Gaon,Mumbai,350,"25,000",87.50 L
1,,Datiwali Gaon,Mumbai,465,"25,000",1.16 Cr
1,,Diva Gaon,Mumbai,465,"25,000",1.16 Cr
2 BHK Apartment,Reputed Builder Hari Om ValleyTitwala,Titwala,Mumbai,800,"25,000",2.00 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
2,,Kurla West,Mumbai,700,"25,000",1.75 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,650,"35,000",2.27 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1600,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1600,"35,000",5.60 Cr
2 BHK Apartment,Space New Vrindavan SpacesAndheri East,Andheri East,Mumbai,650,"28,000",1.82 Cr
3 BHK Independent House,Rustomjee Adarsh RegencyMalad East,Malad East,Mumbai,1300,"20,000",2.60 Cr
1,,Diva Gaon,Mumbai,350,"25,000",87.50 L
3,,Thane West,Mumbai,1350,"18,000",2.43 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1600,"35,000",5.60 Cr
4,,Girgaon,Mumbai,2200,"25,000",5.50 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Neeta Gulraj HeightsKurla,Kurla,Mumbai,780,"25,000",1.95 Cr
3,,Santacruz West,Mumbai,1400,"60,000",8.40 Cr
1,,Masjid Bandar,Mumbai,410,"25,000",1.02 Cr
2 BHK Apartment,GHP Woodland HeightsPowai,Powai,Mumbai,1050,"38,000",3.99 Cr
1,,Beturkar Pada,Mumbai,500,"25,000",1.25 Cr
2 BHK Apartment,Marathon Nexzone Atlas 2Panvel,Panvel,Mumbai,1024,"10,000",1.02 Cr
1 BHK Apartment,MDM ZionAndheri West,Andheri West,Mumbai,540,"35,000",1.89 Cr
2,,Panvel,Mumbai,1200,"10,000",1.20 Cr
1,,Dombivli (West),Mumbai,712,"25,000",1.78 Cr
2 BHK Apartment,Wadhwa SolitaireThane West,Thane West,Mumbai,665,"18,000",1.20 Cr
2,,Ghatkopar West,Mumbai,1000,"32,000",3.20 Cr
3 BHK Apartment,Platinum The SpringsKalamboli,Kalamboli,Mumbai,1975,"25,000",4.94 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,M Baria Bldg No 1 M Baria EverestVirar,Virar,Mumbai,510,"5,000",25.50 L
1,,Bhayandar West,Mumbai,760,"25,000",1.90 Cr
4,,Panvel,Mumbai,2500,"10,000",2.50 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
2 BHK Apartment,Tata New HavenBoisar,Boisar,Mumbai,670,"25,000",1.68 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1600,"35,000",5.60 Cr
2 BHK Apartment,Reputed Builder Hari Om ValleyTitwala,Titwala,Mumbai,800,"25,000",2.00 Cr
1,,Kalyan West,Mumbai,650,"10,000",65.00 L
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1600,"35,000",5.60 Cr
1 BHK Apartment,Patel SignatureAmbernath East,Ambernath East,Mumbai,600,"25,000",1.50 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,650,"35,000",2.27 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1600,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1600,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,650,"35,000",2.27 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1600,"35,000",5.60 Cr
2 BHK Apartment,Swastik HeightsDombivali,Dombivali,Mumbai,1075,"12,000",1.29 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
2 BHK Apartment,Gurukrupa Primus ResidencesSantacruz East,Santacruz East,Mumbai,1150,"45,000",5.17 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1,,Ambernath East,Mumbai,593,"25,000",1.48 Cr
1 BHK Apartment,Laxmi Shankar Heights Phase 4Ambernath West,Ambernath West,Mumbai,665,"25,000",1.66 Cr
2,,Vishnu Nagar,Mumbai,1055,"25,000",2.64 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
2,,Badlapur East,Mumbai,1150,"25,000",2.88 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Labdhi LeelaUlwe,Ulwe,Mumbai,670,"9,000",60.30 L
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,650,"35,000",2.27 Cr
3,,Dadar East,Mumbai,1600,"45,000",7.20 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,650,"35,000",2.27 Cr
2 BHK Apartment,Fine Fountain PlazaDombivali,Dombivali,Mumbai,800,"12,000",96.00 L
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
2 BHK Apartment,Mahavir PlazaAiroli,Airoli,Mumbai,700,"14,000",98.00 L
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Chintamani Maple City Phase IBadlapur West,Badlapur West,Mumbai,640,"7,000",44.80 L
1,,Dombivli (West),Mumbai,545,"25,000",1.36 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
2 BHK Apartment,Reputed Builder Ever Shine ApartmentAndheri West,Andheri West,Mumbai,675,"35,000",2.36 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1,,Neral,Mumbai,450,"6,000",27.00 L
1,,Neral,Mumbai,450,"6,000",27.00 L
1,,Neral,Mumbai,450,"6,000",27.00 L
1,,Neral,Mumbai,450,"6,000",27.00 L
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
4 BHK Apartment,Reputed Builder Adani Western HeightsAndheri West,Andheri West,Mumbai,2016,"35,000",7.06 Cr
3 BHK Apartment,Bhumiraj HermitageSanpada,Sanpada,Mumbai,1500,"25,000",3.75 Cr
2,,Andheri East,Mumbai,950,"28,000",2.66 Cr
2,,Ghatkopar East,Mumbai,580,"28,000",1.62 Cr
1,,Saphale,Mumbai,580,"25,000",1.45 Cr
1,,Ulwe,Mumbai,635,"9,000",57.15 L
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1,,Neral,Mumbai,450,"6,000",27.00 L
1,,Neral,Mumbai,450,"6,000",27.00 L
1,,Neral,Mumbai,450,"6,000",27.00 L
1,,Neral,Mumbai,450,"6,000",27.00 L
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
2 BHK Apartment,Asaya Nivasti AurousKoper Khairane,Koper Khairane,Mumbai,653,"25,000",1.63 Cr
2 BHK Apartment,Asaya Nivasti AurousKoper Khairane,Koper Khairane,Mumbai,653,"25,000",1.63 Cr
2 BHK Apartment,Asaya Nivasti AurousKoper Khairane,Koper Khairane,Mumbai,653,"25,000",1.63 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,K Raheja Maple LeafPowai,Powai,Mumbai,850,"38,000",3.23 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
2 BHK Apartment,Reputed Builder Ever Shine ApartmentAndheri West,Andheri West,Mumbai,675,"35,000",2.36 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
2 BHK Apartment,Gurukrupa Primus ResidencesSantacruz East,Santacruz East,Mumbai,1150,"45,000",5.17 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1,,Ambernath East,Mumbai,593,"25,000",1.48 Cr
1 BHK Apartment,Laxmi Shankar Heights Phase 4Ambernath West,Ambernath West,Mumbai,665,"25,000",1.66 Cr
2,,Vishnu Nagar,Mumbai,1055,"25,000",2.64 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
2,,Badlapur East,Mumbai,1150,"25,000",2.88 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 RK Studio Apartment,Pioneer Heritage Residency 2Santacruz West,Santacruz West,Mumbai,560,"60,000",3.36 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
3 BHK Apartment,Reputed Builder Ganjawala EnclaveBorivali West,Borivali West,Mumbai,1080,"18,000",1.94 Cr
1 BHK Apartment,Arihant AnshulaTaloja,Taloja,Mumbai,750,"25,000",1.88 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1600,"35,000",5.60 Cr
2 BHK Apartment,Shapoorji Pallonji Joyville VirarVirar,Virar,Mumbai,1100,"5,000",55.00 L
1,,Kharghar,Mumbai,610,"12,000",73.20 L
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,650,"35,000",2.27 Cr
2,,Belapur,Mumbai,720,"16,000",1.15 Cr
2 BHK Apartment,Piramal Aranya Arav TowerByculla,Byculla,Mumbai,1400,"25,000",3.50 Cr
4 BHK Apartment,Kalpataru SolitaireJuhu,Juhu,Mumbai,2400,"75,000",18.00 Cr
3 BHK Apartment,Reputed Builder Tycoon SapphireKalyan West,Kalyan West,Mumbai,1368,"10,000",1.37 Cr
1 BHK Apartment,MDM ZionAndheri West,Andheri West,Mumbai,540,"35,000",1.89 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,650,"35,000",2.27 Cr
3,,Dadar East,Mumbai,1600,"45,000",7.20 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,650,"35,000",2.27 Cr
2 BHK Apartment,Fine Fountain PlazaDombivali,Dombivali,Mumbai,800,"12,000",96.00 L
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,650,"35,000",2.27 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
2 RK Studio Apartment,Crescent LandmarkAndheri East,Andheri East,Mumbai,421,"28,000",1.18 Cr
2,,New Balaji Nagar,Mumbai,775,"25,000",1.94 Cr
1 BHK Apartment,Reputed Builder 1 Row HouseKandivali East,Kandivali East,Mumbai,1111,"22,000",2.44 Cr
1 RK Studio Apartment,Shree Umiya Varsha PalmDombivali,Dombivali,Mumbai,675,"12,000",81.00 L
